,도서명,카테고리,정가,평점,리뷰수,태그
2191,"빅데이터, 인공지능을 만나다",경제/경영,"19,000",0.0,7,#모의고사 #인사이트 #마이닝
2192,컨버티드: 마음을 훔치는 데이터분석의 기술,경제/경영,"17,800",9.5,0,#현금흐름표 #실거주 #포트폴리오 #절세 #노하우 #빅데이터 #공급량 #원칙 #지표분석
2193,데이터 천재들은 어떻게 기획하고 분석할까?,경제/경영,"18,000",9.9,0,#쿼리 #피벗 테이블 #슬라이
2194,2022 에듀윌 한국사능력검정시험 2주끝장 심화,인문,"21,000",10,0,#인사이트 #프레임워크 #잠재니즈 #입체적사고 #디자인씽킹 #라이프분석
2195,이기적 빅데이터분석기사 실기 기본서,컴퓨터/IT,"32,000",8.3,14,#자본 #미래상 #빅데이터
2196,면접을 위한 CS 전공지식 노트,컴퓨터/IT,"24,000",9.5,256,#고급 활용 #국가 공인 #아키텍처
2197,팩트풀니스,인문,"19,800",9.5,3,#IT기본문법 #프로그래밍언어 #운영체제 #네트워크 #API #JSON #데이터베이스 #이미지처리 #프레임워크 #라이브러리
2198,데이터 분석 전문가 가이드(ADP)(ADsP),컴퓨터/IT,"50,000원",9.2,14,#프로시저 #소프트웨어 설계 #데이터베이스 구축
2199,데이터아키텍처 전문가 가이드,컴퓨터/IT,"50,000원",9.4,67,#프로그래밍 #튜플 #딕셔너리
2200,변화하는 세계 질서,경제/경영,"38,000",9.4,9,#IT수업 #컴퓨터과학 #명강의 #하드웨어 #통신 #데이터
2201,2022 ADsP 데이터 분석 준전문가,컴퓨터/IT,"28,000",9.0,0,#크롤링 #엑셀 파일 #네이버
2202,나는 대출 없이 0원으로 소형 아파트를 산다,경제/경영,"20,000",9.6,14,#스프레드시트 일반 #기출 변형 문제 #데이터 입력
2203,진짜 쓰는 실무 엑셀,컴퓨터/IT,"21,000",9.6,5,#경제전망 #디지털 #혁명 #트레스포메이션 #플랫폼 #분석 #구축 #활용 #운영
2204,데이터로 경험을 디자인하라,경제/경영,"19,000",8.6,9,#대화 #주도권 #관계 #욕망 #호기심 #성과 #테스트
2205,그냥 하지 말라 10만부 기념 리커버에디션(색상랜덤),경제/경영,"17,000",9.7,3,#입문서 #사례 #빅데이터 #합리적 #의사결정
2206,SQL 자격검정 실전문제,컴퓨터/IT,"18,000",10,0,#급 합격 #빈출 #단기 합격
2207,비전공자를 위한 이해할 수 있는 IT 지식,컴퓨터/IT,"16,800",9.6,3,#파이썬 프로그래밍 #지도 학습 #전처리
2208,2022 수제비 정보처리기사 필기 1권+2권 합본세트,컴퓨터/IT,"36,500",10,0,#스레드 #디자인 패턴 #무결성
2209,Do it! 쉽게 배우는 파이썬 데이터 분석,컴퓨터/IT,"23,000",9.9,1,#사실충실성 #탈진실 #편견
2210,1일 1로그 100일 완성 IT 지식,컴퓨터/IT,"20,000",10,6,#빅사이클 #내부질서 #혼란 #투자 #작동원리 #미래전망 #분석자료
2211,만들면서 배우는 파이썬과 40개의 작품들,컴퓨터/IT,"18,800",0.0,7,#모의고사 #인사이트 #마이닝
2212,2022 이기적 컴퓨터활용능력 2급 필기 기본서,컴퓨터/IT,"20,000",9.5,0,#현금흐름표 #실거주 #포트폴리오 #절세 #노하우 #빅데이터 #공급량 #원칙 #지표분석
2213,"빅데이터, 인공지능을 만나다",경제/경영,"19,000",9.9,0,#쿼리 #피벗 테이블 #슬라이
2214,컨버티드: 마음을 훔치는 데이터분석의 기술,경제/경영,"17,800",10,0,#인사이트 #프레임워크 #잠재니즈 #입체적사고 #디자인씽킹 #라이프분석
2215,데이터 천재들은 어떻게 기획하고 분석할까?,경제/경영,"18,000",8.3,14,#자본 #미래상 #빅데이터
2216,2022 에듀윌 한국사능력검정시험 2주끝장 심화,인문,"21,000",9.5,256,#고급 활용 #국가 공인 #아키텍처
2217,이기적 빅데이터분석기사 실기 기본서,컴퓨터/IT,"32,000",9.5,3,#IT기본문법 #프로그래밍언어 #운영체제 #네트워크 #API #JSON #데이터베이스 #이미지처리 #프레임워크 #라이브러리
2218,면접을 위한 CS 전공지식 노트,컴퓨터/IT,"24,000",9.2,14,#프로시저 #소프트웨어 설계 #데이터베이스 구축
2219,팩트풀니스,인문,"19,800",9.4,67,#프로그래밍 #튜플 #딕셔너리
2220,데이터 분석 전문가 가이드(ADP)(ADsP),컴퓨터/IT,"50,000원",9.4,9,#IT수업 #컴퓨터과학 #명강의 #하드웨어 #통신 #데이터
2221,데이터아키텍처 전문가 가이드,컴퓨터/IT,"50,000원",9.0,0,#크롤링 #엑셀 파일 #네이버
2222,변화하는 세계 질서,경제/경영,"38,000",9.6,14,#스프레드시트 일반 #기출 변형 문제 #데이터 입력
2223,2022 ADsP 데이터 분석 준전문가,컴퓨터/IT,"28,000",9.6,5,#경제전망 #디지털 #혁명 #트레스포메이션 #플랫폼 #분석 #구축 #활용 #운영
2224,나는 대출 없이 0원으로 소형 아파트를 산다,경제/경영,"20,000",8.6,9,#대화 #주도권 #관계 #욕망 #호기심 #성과 #테스트
2225,진짜 쓰는 실무 엑셀,컴퓨터/IT,"21,000",9.7,3,#입문서 #사례 #빅데이터 #합리적 #의사결정
2226,데이터로 경험을 디자인하라,경제/경영,"19,000",10,0,#급 합격 #빈출 #단기 합격
2227,그냥 하지 말라 10만부 기념 리커버에디션(색상랜덤),경제/경영,"17,000",9.6,3,#파이썬 프로그래밍 #지도 학습 #전처리
2228,SQL 자격검정 실전문제,컴퓨터/IT,"18,000",10,0,#스레드 #디자인 패턴 #무결성
2229,비전공자를 위한 이해할 수 있는 IT 지식,컴퓨터/IT,"16,800",9.9,1,#사실충실성 #탈진실 #편견
2230,2022 수제비 정보처리기사 필기 1권+2권 합본세트,컴퓨터/IT,"36,500",10,6,#빅사이클 #내부질서 #혼란 #투자 #작동원리 #미래전망 #분석자료
2231,Do it! 쉽게 배우는 파이썬 데이터 분석,컴퓨터/IT,"23,000",0.0,7,#모의고사 #인사이트 #마이닝
2232,1일 1로그 100일 완성 IT 지식,컴퓨터/IT,"20,000",9.5,0,#현금흐름표 #실거주 #포트폴리오 #절세 #노하우 #빅데이터 #공급량 #원칙 #지표분석
2233,만들면서 배우는 파이썬과 40개의 작품들,컴퓨터/IT,"18,800",9.9,0,#쿼리 #피벗 테이블 #슬라이
2234,2022 이기적 컴퓨터활용능력 2급 필기 기본서,컴퓨터/IT,"20,000",10,0,#인사이트 #프레임워크 #잠재니즈 #입체적사고 #디자인씽킹 #라이프분석
2235,"빅데이터, 인공지능을 만나다",경제/경영,"19,000",8.3,14,#자본 #미래상 #빅데이터
2236,컨버티드: 마음을 훔치는 데이터분석의 기술,경제/경영,"17,800",9.5,256,#고급 활용 #국가 공인 #아키텍처
2237,데이터 천재들은 어떻게 기획하고 분석할까?,경제/경영,"18,000",9.5,3,#IT기본문법 #프로그래밍언어 #운영체제 #네트워크 #API #JSON #데이터베이스 #이미지처리 #프레임워크 #라이브러리
2238,2022 에듀윌 한국사능력검정시험 2주끝장 심화,인문,"21,000",9.2,14,#프로시저 #소프트웨어 설계 #데이터베이스 구축
2239,이기적 빅데이터분석기사 실기 기본서,컴퓨터/IT,"32,000",9.4,67,#프로그래밍 #튜플 #딕셔너리
2240,면접을 위한 CS 전공지식 노트,컴퓨터/IT,"24,000",9.4,9,#IT수업 #컴퓨터과학 #명강의 #하드웨어 #통신 #데이터
2241,팩트풀니스,인문,"19,800",9.0,0,#크롤링 #엑셀 파일 #네이버
2242,데이터 분석 전문가 가이드(ADP)(ADsP),컴퓨터/IT,"50,000원",9.6,14,#스프레드시트 일반 #기출 변형 문제 #데이터 입력
2243,데이터아키텍처 전문가 가이드,컴퓨터/IT,"50,000원",9.6,5,#경제전망 #디지털 #혁명 #트레스포메이션 #플랫폼 #분석 #구축 #활용 #운영
2244,변화하는 세계 질서,경제/경영,"38,000",8.6,9,#대화 #주도권 #관계 #욕망 #호기심 #성과 #테스트
2245,2022 ADsP 데이터 분석 준전문가,컴퓨터/IT,"28,000",9.7,3,#입문서 #사례 #빅데이터 #합리적 #의사결정
2246,나는 대출 없이 0원으로 소형 아파트를 산다,경제/경영,"20,000",10,0,#급 합격 #빈출 #단기 합격
2247,진짜 쓰는 실무 엑셀,컴퓨터/IT,"21,000",9.6,3,#파이썬 프로그래밍 #지도 학습 #전처리
2248,데이터로 경험을 디자인하라,경제/경영,"19,000",10,0,#스레드 #디자인 패턴 #무결성
2249,그냥 하지 말라 10만부 기념 리커버에디션(색상랜덤),경제/경영,"17,000",9.9,1,#사실충실성 #탈진실 #편견
2250,SQL 자격검정 실전문제,컴퓨터/IT,"18,000",10,6,#빅사이클 #내부질서 #혼란 #투자 #작동원리 #미래전망 #분석자료
2251,비전공자를 위한 이해할 수 있는 IT 지식,컴퓨터/IT,"16,800",0.0,7,#모의고사 #인사이트 #마이닝
2252,2022 수제비 정보처리기사 필기 1권+2권 합본세트,컴퓨터/IT,"36,500",9.5,0,#현금흐름표 #실거주 #포트폴리오 #절세 #노하우 #빅데이터 #공급량 #원칙 #지표분석
2253,Do it! 쉽게 배우는 파이썬 데이터 분석,컴퓨터/IT,"23,000",9.9,0,#쿼리 #피벗 테이블 #슬라이
2254,1일 1로그 100일 완성 IT 지식,컴퓨터/IT,"20,000",10,0,#인사이트 #프레임워크 #잠재니즈 #입체적사고 #디자인씽킹 #라이프분석
2255,만들면서 배우는 파이썬과 40개의 작품들,컴퓨터/IT,"18,800",8.3,14,#자본 #미래상 #빅데이터
2256,2022 이기적 컴퓨터활용능력 2급 필기 기본서,컴퓨터/IT,"20,000",9.5,256,#고급 활용 #국가 공인 #아키텍처
2257,"빅데이터, 인공지능을 만나다",경제/경영,"19,000",9.5,3,#IT기본문법 #프로그래밍언어 #운영체제 #네트워크 #API #JSON #데이터베이스 #이미지처리 #프레임워크 #라이브러리
2258,컨버티드: 마음을 훔치는 데이터분석의 기술,경제/경영,"17,800",9.2,14,#프로시저 #소프트웨어 설계 #데이터베이스 구축
2259,데이터 천재들은 어떻게 기획하고 분석할까?,경제/경영,"18,000",9.4,67,#프로그래밍 #튜플 #딕셔너리
2260,2022 에듀윌 한국사능력검정시험 2주끝장 심화,인문,"21,000",9.4,9,#IT수업 #컴퓨터과학 #명강의 #하드웨어 #통신 #데이터
2261,이기적 빅데이터분석기사 실기 기본서,컴퓨터/IT,"32,000",9.0,0,#크롤링 #엑셀 파일 #네이버
2262,면접을 위한 CS 전공지식 노트,컴퓨터/IT,"24,000",9.6,14,#스프레드시트 일반 #기출 변형 문제 #데이터 입력
2263,팩트풀니스,인문,"19,800",9.6,5,#경제전망 #디지털 #혁명 #트레스포메이션 #플랫폼 #분석 #구축 #활용 #운영
2264,데이터 분석 전문가 가이드(ADP)(ADsP),컴퓨터/IT,"50,000원",8.6,9,#대화 #주도권 #관계 #욕망 #호기심 #성과 #테스트
2265,데이터아키텍처 전문가 가이드,컴퓨터/IT,"50,000원",9.7,3,#입문서 #사례 #빅데이터 #합리적 #의사결정
2266,변화하는 세계 질서,경제/경영,"38,000",10,0,#급 합격 #빈출 #단기 합격
2267,2022 ADsP 데이터 분석 준전문가,컴퓨터/IT,"28,000",9.6,3,#파이썬 프로그래밍 #지도 학습 #전처리
2268,나는 대출 없이 0원으로 소형 아파트를 산다,경제/경영,"20,000",10,0,#스레드 #디자인 패턴 #무결성
2269,진짜 쓰는 실무 엑셀,컴퓨터/IT,"21,000",9.9,1,#사실충실성 #탈진실 #편견
2270,데이터로 경험을 디자인하라,경제/경영,"19,000",10,6,#빅사이클 #내부질서 #혼란 #투자 #작동원리 #미래전망 #분석자료
2271,그냥 하지 말라 10만부 기념 리커버에디션(색상랜덤),경제/경영,"17,000",0.0,7,#모의고사 #인사이트 #마이닝
2272,SQL 자격검정 실전문제,컴퓨터/IT,"18,000",9.5,0,#현금흐름표 #실거주 #포트폴리오 #절세 #노하우 #빅데이터 #공급량 #원칙 #지표분석
2273,비전공자를 위한 이해할 수 있는 IT 지식,컴퓨터/IT,"16,800",9.9,0,#쿼리 #피벗 테이블 #슬라이
2274,2022 수제비 정보처리기사 필기 1권+2권 합본세트,컴퓨터/IT,"36,500",10,0,#인사이트 #프레임워크 #잠재니즈 #입체적사고 #디자인씽킹 #라이프분석
2275,Do it! 쉽게 배우는 파이썬 데이터 분석,컴퓨터/IT,"23,000",8.3,14,#자본 #미래상 #빅데이터
2276,1일 1로그 100일 완성 IT 지식,컴퓨터/IT,"20,000",9.5,256,#고급 활용 #국가 공인 #아키텍처
2277,만들면서 배우는 파이썬과 40개의 작품들,컴퓨터/IT,"18,800",9.5,3,#IT기본문법 #프로그래밍언어 #운영체제 #네트워크 #API #JSON #데이터베이스 #이미지처리 #프레임워크 #라이브러리
2278,2022 이기적 컴퓨터활용능력 2급 필기 기본서,컴퓨터/IT,"20,000",9.2,14,#프로시저 #소프트웨어 설계 #데이터베이스 구축
2279,"빅데이터, 인공지능을 만나다",경제/경영,"19,000",9.4,67,#프로그래밍 #튜플 #딕셔너리
2280,컨버티드: 마음을 훔치는 데이터분석의 기술,경제/경영,"17,800",9.4,9,#IT수업 #컴퓨터과학 #명강의 #하드웨어 #통신 #데이터
2281,데이터 천재들은 어떻게 기획하고 분석할까?,경제/경영,"18,000",9.0,0,#크롤링 #엑셀 파일 #네이버
2282,2022 에듀윌 한국사능력검정시험 2주끝장 심화,인문,"21,000",9.6,14,#스프레드시트 일반 #기출 변형 문제 #데이터 입력
2283,이기적 빅데이터분석기사 실기 기본서,컴퓨터/IT,"32,000",9.6,5,#경제전망 #디지털 #혁명 #트레스포메이션 #플랫폼 #분석 #구축 #활용 #운영
2284,면접을 위한 CS 전공지식 노트,컴퓨터/IT,"24,000",8.6,9,#대화 #주도권 #관계 #욕망 #호기심 #성과 #테스트
2285,팩트풀니스,인문,"19,800",9.7,3,#입문서 #사례 #빅데이터 #합리적 #의사결정
2286,데이터 분석 전문가 가이드(ADP)(ADsP),컴퓨터/IT,"50,000원",10,0,#급 합격 #빈출 #단기 합격
2287,데이터아키텍처 전문가 가이드,컴퓨터/IT,"50,000원",9.6,3,#파이썬 프로그래밍 #지도 학습 #전처리
2288,변화하는 세계 질서,경제/경영,"38,000",10,0,#스레드 #디자인 패턴 #무결성
2289,2022 ADsP 데이터 분석 준전문가,컴퓨터/IT,"28,000",9.9,1,#사실충실성 #탈진실 #편견
2290,나는 대출 없이 0원으로 소형 아파트를 산다,경제/경영,"20,000",10,6,#빅사이클 #내부질서 #혼란 #투자 #작동원리 #미래전망 #분석자료
2291,진짜 쓰는 실무 엑셀,컴퓨터/IT,"21,000",0.0,7,#모의고사 #인사이트 #마이닝
2292,데이터로 경험을 디자인하라,경제/경영,"19,000",9.5,0,#현금흐름표 #실거주 #포트폴리오 #절세 #노하우 #빅데이터 #공급량 #원칙 #지표분석
2293,그냥 하지 말라 10만부 기념 리커버에디션(색상랜덤),경제/경영,"17,000",9.9,0,#쿼리 #피벗 테이블 #슬라이
2294,SQL 자격검정 실전문제,컴퓨터/IT,"18,000",10,0,#인사이트 #프레임워크 #잠재니즈 #입체적사고 #디자인씽킹 #라이프분석
2295,비전공자를 위한 이해할 수 있는 IT 지식,컴퓨터/IT,"16,800",8.3,14,#자본 #미래상 #빅데이터
2296,2022 수제비 정보처리기사 필기 1권+2권 합본세트,컴퓨터/IT,"36,500",9.5,256,#고급 활용 #국가 공인 #아키텍처
2297,Do it! 쉽게 배우는 파이썬 데이터 분석,컴퓨터/IT,"23,000",9.5,3,#IT기본문법 #프로그래밍언어 #운영체제 #네트워크 #API #JSON #데이터베이스 #이미지처리 #프레임워크 #라이브러리
2298,1일 1로그 100일 완성 IT 지식,컴퓨터/IT,"20,000",9.2,14,#프로시저 #소프트웨어 설계 #데이터베이스 구축
2299,만들면서 배우는 파이썬과 40개의 작품들,컴퓨터/IT,"18,800",9.4,67,#프로그래밍 #튜플 #딕셔너리
2300,2022 이기적 컴퓨터활용능력 2급 필기 기본서,컴퓨터/IT,"20,000",9.4,9,#IT수업 #컴퓨터과학 #명강의 #하드웨어 #통신 #데이터
2301,"빅데이터, 인공지능을 만나다",경제/경영,"19,000",9.0,0,#크롤링 #엑셀 파일 #네이버
2302,컨버티드: 마음을 훔치는 데이터분석의 기술,경제/경영,"17,800",9.6,14,#스프레드시트 일반 #기출 변형 문제 #데이터 입력
2303,데이터 천재들은 어떻게 기획하고 분석할까?,경제/경영,"18,000",9.6,5,#경제전망 #디지털 #혁명 #트레스포메이션 #플랫폼 #분석 #구축 #활용 #운영
2304,2022 에듀윌 한국사능력검정시험 2주끝장 심화,인문,"21,000",8.6,9,#대화 #주도권 #관계 #욕망 #호기심 #성과 #테스트
2305,이기적 빅데이터분석기사 실기 기본서,컴퓨터/IT,"32,000",9.7,3,#입문서 #사례 #빅데이터 #합리적 #의사결정
2306,면접을 위한 CS 전공지식 노트,컴퓨터/IT,"24,000",10,0,#급 합격 #빈출 #단기 합격
2307,팩트풀니스,인문,"19,800",9.6,3,#파이썬 프로그래밍 #지도 학습 #전처리
2308,데이터 분석 전문가 가이드(ADP)(ADsP),컴퓨터/IT,"50,000원",10,0,#스레드 #디자인 패턴 #무결성
2309,데이터아키텍처 전문가 가이드,컴퓨터/IT,"50,000원",9.9,1,#사실충실성 #탈진실 #편견
2310,변화하는 세계 질서,경제/경영,"38,000",10,6,#빅사이클 #내부질서 #혼란 #투자 #작동원리 #미래전망 #분석자료
2311,2022 ADsP 데이터 분석 준전문가,컴퓨터/IT,"28,000",0.0,7,#모의고사 #인사이트 #마이닝
2312,나는 대출 없이 0원으로 소형 아파트를 산다,경제/경영,"20,000",9.5,0,#현금흐름표 #실거주 #포트폴리오 #절세 #노하우 #빅데이터 #공급량 #원칙 #지표분석
2313,진짜 쓰는 실무 엑셀,컴퓨터/IT,"21,000",9.9,0,#쿼리 #피벗 테이블 #슬라이
2314,데이터로 경험을 디자인하라,경제/경영,"19,000",10,0,#인사이트 #프레임워크 #잠재니즈 #입체적사고 #디자인씽킹 #라이프분석
2315,그냥 하지 말라 10만부 기념 리커버에디션(색상랜덤),경제/경영,"17,000",8.3,14,#자본 #미래상 #빅데이터
2316,SQL 자격검정 실전문제,컴퓨터/IT,"18,000",9.5,256,#고급 활용 #국가 공인 #아키텍처
2317,비전공자를 위한 이해할 수 있는 IT 지식,컴퓨터/IT,"16,800",9.5,3,#IT기본문법 #프로그래밍언어 #운영체제 #네트워크 #API #JSON #데이터베이스 #이미지처리 #프레임워크 #라이브러리
